Ime,Znamka,Letnik,Prevoženi kilometri,Tip goriva,Tip menjalnika,Moč motorja,Cena,Prodajalec
Volkswagen Golf,Volkswagen,2002,310003,Dizel,Ročni,101,1590,Pravna oseba
Renault Mégane,Renault,2008,419000,Bencin,Ročni,110,,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2019,115000,Bencin,Avtomatski,306,,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2019,145000,Bencin,Avtomatski,190,22990,Pravna oseba
Volkswagen Golf,Volkswagen,2017,169000,Dizel,Ročni,110,8990,Pravna oseba
BMW X7,BMW,2023,105000,Dizel,Avtomatski,340,79990,Pravna oseba
BMW Serija 3,BMW,2021,128000,Dizel,Avtomatski,150,23990,Pravna oseba
BMW X5,BMW,2014,249000,Dizel,Avtomatski,381,,Pravna oseba
BMW X5,BMW,2022,128000,Dizel,Avtomatski,286,49990,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2016,169000,Dizel,Avtomatski,170,13490,Pravna oseba
BMW serija 3 Cabrio:,BMW,2008,1,Dizel,Ročni,177,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2024,59000,Dizel,Avtomatski,290,,Pravna oseba
BMW X4,BMW,2021,158000,Dizel,Avtomatski,286,,Pravna oseba
BMW X5,BMW,2020,159000,Dizel,Avtomatski,265,44990,Pravna oseba
Toyota Avensis,Toyota,2008,393000,Dizel,Ročni,150,1490,Pravna oseba
BMW X1,BMW,2016,207000,Dizel,Avtomatski,150,,Pravna oseba
Audi Q8,Audi,2022,159000,Dizel,Avtomatski,286,,Pravna oseba
BMW X4,BMW,2019,159000,Dizel,Avtomatski,265,,Pravna oseba
BMW serija 2 Gran Coupe:,BMW,2021,99000,Dizel,Avtomatski,116,22990,Pravna oseba
Hyundai i30 Wagon,Hyundai,2009,350000,Dizel,Ročni,116,,Pravna oseba
Smart Smart forfour,Smart,2015,125000,Bencin,Ročni,90,,Pravna oseba
Renault Mégane,Renault,2012,239544,Dizel,Ročni,110,3490,Pravna oseba
Škoda Superb,Škoda,2009,360000,Dizel,Ročni,105,,Pravna oseba
Škoda Roomster,Škoda,2014,286000,Dizel,Ročni,90,3290,Pravna oseba
Opel Mokka,Opel,2016,219196,Dizel,Ročni,136,6990,Pravna oseba
Audi A4,Audi,2013,329386,Dizel,Avtomatski,245,,Pravna oseba
Volkswagen Caravelle,Volkswagen,2023,74000,Dizel,Ročni,110,27000,Pravna oseba
Toyota Yaris,Toyota,2008,192492,Dizel,Ročni,90,2990,Pravna oseba
Citroën C1,Citroën,2014,86000,Bencin,Ročni,68,,Pravna oseba
BMW X1,BMW,2021,89000,Bencin,Avtomatski,136,,Pravna oseba
BMW Serija 5,BMW,2022,169000,Bencin,Avtomatski,184,29990,Pravna oseba
Audi Q5,Audi,2017,165000,Dizel,Avtomatski,190,,Pravna oseba
Audi A6,Audi,2020,179000,Dizel,Avtomatski,204,,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,2016,197000,Dizel,Avtomatski,190,26990,Pravna oseba
Volkswagen Golf,Volkswagen,2014,240000,Bencin,Ročni,105,,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2005,340000,Dizel,Ročni,122,,Pravna oseba
Škoda Fabia,Škoda,2013,200000,Dizel,Ročni,90,,Pravna oseba
Škoda Roomster,Škoda,2012,198198,Dizel,Ročni,105,,Pravna oseba
Dacia Lodgy,Dacia,2012,177771,Dizel,Ročni,107,,Pravna oseba
Volkswagen Golf,Volkswagen,2011,240000,Dizel,Ročni,105,,Pravna oseba
Lancia Ypsilon,Lancia,2011,210000,Bencin,Avtomatski,86,,Pravna oseba
Ford Fiesta,Ford,2013,290000,Bencin,Ročni,125,,Pravna oseba
Hyundai Tucson,Hyundai,2007,350000,Bencin,Ročni,141,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2008,235000,Bencin,Avtomatski,204,6490,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2022,137000,Dizel,Avtomatski,272,52990,Pravna oseba
Audi A6,Audi,2012,1,Dizel,Avtomatski,177,8490,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,2018,188000,Dizel,Avtomatski,286,,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,2018,188000,Dizel,Avtomatski,286,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2019,109000,Dizel,Avtomatski,330,,Pravna oseba
Audi Q5,Audi,2013,1,Dizel,Avtomatski,150,13490,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,117000,Bencin,Avtomatski,320,36990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,117000,Hibrid,Avtomatski,320,36990,Pravna oseba
BMW X3,BMW,2022,179000,Dizel,Avtomatski,340,41990,Pravna oseba
Volkswagen Golf,Volkswagen,2018,179000,Dizel,Ročni,150,13990,Pravna oseba
Audi A6,Audi,2020,198000,Bencin,Avtomatski,340,27990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2015,265000,Dizel,Avtomatski,204,11990,Pravna oseba
Volkswagen Golf,Volkswagen,2016,116000,Dizel,Avtomatski,116,,Pravna oseba
Peugeot 5008,Peugeot,2017,262000,Dizel,Avtomatski,120,,Pravna oseba
Opel Corsa,Opel,2010,171695,Bencin,Ročni,192,,Pravna oseba
BMW Serija 2,BMW,2020,167303,Dizel,Avtomatski,150,,Pravna oseba
BMW X5,BMW,2008,340000,Dizel,Avtomatski,286,,Pravna oseba
Opel Antara,Opel,2009,257000,Dizel,Ročni,150,,Pravna oseba
Volkswagen Golf,Volkswagen,2013,242000,Dizel,Ročni,105,,Pravna oseba
Audi A6,Audi,2014,198701,Dizel,Ročni,190,,Pravna oseba
Volkswagen up!,Volkswagen,2012,95000,Bencin,Avtomatski,75,,Pravna oseba
Volvo V60 Cross Country,Volvo,2016,240000,Dizel,Avtomatski,150,,Pravna oseba
Volvo S60,Volvo,2011,175000,Dizel,Avtomatski,163,,Pravna oseba
Audi Q7,Audi,2017,198776,Dizel,Avtomatski,374,,Pravna oseba
BMW Serija 3,BMW,2016,249000,Dizel,Ročni,150,8990,Pravna oseba
BMW Serija 3,BMW,2015,179000,Dizel,Ročni,150,,Pravna oseba
BMW serija 2 Coupe:,BMW,2015,287000,Dizel,Avtomatski,190,9990,Pravna oseba
Audi Q5,Audi,2017,149000,Dizel,Avtomatski,190,,Pravna oseba
Audi A6,Audi,2016,1,Dizel,Avtomatski,218,,Pravna oseba
Volkswagen Amarok,Volkswagen,2016,1,Dizel,Avtomatski,224,,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,2021,215000,Dizel,Avtomatski,286,,Pravna oseba
BMW Serija 5,BMW,2021,157000,Dizel,Avtomatski,286,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2017,227013,Dizel,Avtomatski,194,,Pravna oseba
Audi Q5,Audi,2022,159000,Hibrid,Avtomatski,265,34990,Pravna oseba
Audi A4,Audi,2008,1,Dizel,Ročni,143,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2016,1,Dizel,Avtomatski,170,19990,Pravna oseba
BMW X4,BMW,2019,104000,Dizel,Avtomatski,190,31990,Pravna oseba
BMW X3,BMW,2022,179000,Dizel,Avtomatski,190,33990,Pravna oseba
Audi Q5,Audi,2022,159000,Bencin,Avtomatski,265,34990,Pravna oseba
BMW X1,BMW,2018,169000,Dizel,Avtomatski,190,18990,Pravna oseba
Audi A5,Audi,2010,1,Dizel,Ročni,170,,Pravna oseba
BMW X6,BMW,2021,109000,Dizel,Avtomatski,286,57990,Pravna oseba
BMW X4,BMW,2019,82000,Dizel,Avtomatski,265,,Pravna oseba
Audi A5,Audi,2017,99568,Bencin,Avtomatski,252,23990,Pravna oseba
BMW serija 2 Gran Coupe:,BMW,2022,169887,Bencin,Avtomatski,306,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2021,117570,Hibrid,Avtomatski,320,49990,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2021,117569,Dizel,Avtomatski,320,49990,Pravna oseba
BMW X5,BMW,2024,19000,Dizel,Avtomatski,286,75990,Pravna oseba
BMW X4,BMW,2019,82000,Dizel,Avtomatski,265,,Pravna oseba
Audi Q3,Audi,2020,189236,Dizel,Avtomatski,150,,Pravna oseba
BMW X6,BMW,2021,159000,Dizel,Avtomatski,400,,Pravna oseba
BMW X3,BMW,2019,169458,Bencin,Avtomatski,184,23990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2019,169456,Dizel,Avtomatski,245,30990,Pravna oseba
Audi Q5,Audi,2017,159000,Dizel,Avtomatski,190,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,115776,Bencin,Avtomatski,197,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,124000,Dizel,Avtomatski,197,,Pravna oseba
Audi Q5,Audi,2017,159000,Dizel,Avtomatski,190,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2022,129000,Hibrid,Avtomatski,194,53990,Pravna oseba
BMW Serija 2,BMW,2016,216000,Dizel,Avtomatski,190,9490,Pravna oseba
BMW X4,BMW,2019,178000,Dizel,Avtomatski,265,,Pravna oseba
Volkswagen Tiguan,Volkswagen,2017,168775,Dizel,Avtomatski,239,,Pravna oseba
BMW X3,BMW,2019,151000,Dizel,Avtomatski,150,,Pravna oseba
Audi Q3,Audi,2020,98775,Dizel,Avtomatski,150,,Pravna oseba
BMW X3,BMW,2014,1,Dizel,Avtomatski,190,11990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,124000,Dizel,Avtomatski,197,,Pravna oseba
Volkswagen Golf,Volkswagen,2007,1,Dizel,Avtomatski,105,2790,Pravna oseba
Audi Q7,Audi,2017,195000,Dizel,Avtomatski,374,,Pravna oseba
Audi Q3,Audi,2020,95000,Dizel,Avtomatski,190,,Pravna oseba
Peugeot 208,Peugeot,2015,179000,Bencin,Ročni,82,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2017,179000,Bencin,Avtomatski,211,,Pravna oseba
Jeep Renegade,Jeep,2024,37558,Bencin,Avtomatski,129,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2017,198000,Dizel,Avtomatski,170,24990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,115776,Bencin,Avtomatski,197,,Pravna oseba
Ford Focus,Ford,2014,294126,Dizel,Avtomatski,116,,Pravna oseba
Ford Edge,Ford,2017,297815,Dizel,Ročni,179,,Pravna oseba
Audi A3,Audi,2012,295000,Dizel,Avtomatski,140,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2019,109000,Dizel,Avtomatski,330,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2017,189000,Dizel,Avtomatski,204,,Pravna oseba
Volvo V90,Volvo,2018,1,Dizel,Avtomatski,150,11990,Pravna oseba
Fiat 500L,Fiat,2016,114000,Bencin,Ročni,95,,Pravna oseba
BMW X4,BMW,2019,159000,Dizel,Avtomatski,286,,Pravna oseba
Mazda Mazda3,Mazda,2022,154460,Bencin,Ročni,122,,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2019,159000,Bencin,Avtomatski,190,20990,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2018,205000,Dizel,Avtomatski,136,,Pravna oseba
BMW Serija 3,BMW,2020,159000,Dizel,Avtomatski,190,23990,Pravna oseba
BMW Serija 3,BMW,2023,149000,Dizel,Avtomatski,340,41990,Pravna oseba
Audi A6,Audi,2018,1,Dizel,Avtomatski,272,,Pravna oseba
Volkswagen Arteon,Volkswagen,2020,47000,Bencin,Avtomatski,190,,Pravna oseba
BMW X6,BMW,2020,156000,Dizel,Avtomatski,286,49990,Pravna oseba
Audi Q7,Audi,2016,213000,Hibrid,Avtomatski,374,,Pravna oseba
Mercedes-Benz SLC-Razred,Mercedes-Benz,2016,62000,Bencin,Avtomatski,184,,Pravna oseba
BMW X3,BMW,2019,159368,Dizel,Avtomatski,265,,Pravna oseba
Audi A4,Audi,2020,197552,Dizel,Avtomatski,190,18990,Pravna oseba
Audi A4,Audi,2016,146562,Dizel,Ročni,150,14390,Pravna oseba
Audi A1,Audi,2021,63360,Bencin,Avtomatski,110,18590,Pravna oseba
Mercedes-Benz GLB-Razred,Mercedes-Benz,2020,173000,Dizel,Avtomatski,150,,Pravna oseba
Audi A6,Audi,2016,1,Dizel,Avtomatski,190,,Pravna oseba
BMW X1,BMW,2019,178000,Dizel,Avtomatski,190,,Pravna oseba
Mercedes-Benz B-Razred,Mercedes-Benz,2019,169000,Bencin,Avtomatski,163,,Pravna oseba
BMW Serija 5,BMW,2014,1,Dizel,Avtomatski,218,,Pravna oseba
Volkswagen Caravelle,Volkswagen,2020,179511,Dizel,Avtomatski,150,,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2015,265000,Dizel,Avtomatski,136,,Pravna oseba
BMW X2,BMW,2018,1,Dizel,Ročni,150,15990,Pravna oseba
Audi Q7,Audi,2020,1,Dizel,Avtomatski,286,,Pravna oseba
Mazda Mazda6,Mazda,2017,160000,Dizel,Ročni,150,,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2018,219000,Dizel,Avtomatski,150,14490,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,44000,Bencin,Avtomatski,197,,Pravna oseba
BMW Serija 1,BMW,2020,68000,Dizel,Ročni,116,,Pravna oseba
BMW Serija 1,BMW,2021,35000,Bencin,Avtomatski,136,,Pravna oseba
Renault Mégane,Renault,2011,217000,Bencin,Ročni,110,,Pravna oseba
Audi A4,Audi,2008,378000,Dizel,Ročni,140,,Pravna oseba
Audi Q5,Audi,2021,119852,Dizel,Avtomatski,204,,Pravna oseba
Volkswagen Tiguan,Volkswagen,2015,278000,Dizel,Avtomatski,150,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2016,316000,Dizel,Avtomatski,170,15990,Pravna oseba
Škoda Kodiaq,Škoda,2023,159000,Dizel,Avtomatski,150,,Pravna oseba
Hyundai ix20,Hyundai,2011,105000,Bencin,Ročni,125,,Pravna oseba
Land Rover Range Rover Sport,Land,2011,264000,Dizel,Avtomatski,256,,Pravna oseba
Peugeot 5008,Peugeot,2013,1,Dizel,Ročni,150,3490,Pravna oseba
BMW Serija 4,BMW,2015,1,Dizel,Avtomatski,190,14990,Pravna oseba
Audi Q8,Audi,2020,119365,Dizel,Avtomatski,286,,Pravna oseba
Audi Q3,Audi,2022,124000,Dizel,Avtomatski,200,,Pravna oseba
Audi A8,Audi,2019,128000,Dizel,Avtomatski,286,41990,Pravna oseba
Mercedes-Benz Vito,Mercedes-Benz,2018,169000,Dizel,Avtomatski,163,21990,Pravna oseba
Ford S-MAX,Ford,2008,1,Dizel,Ročni,140,2400,Pravna oseba
Suzuki Vitara,Suzuki,2017,208000,Dizel,Ročni,120,10490,Pravna oseba
BMW Serija 5,BMW,2019,179000,Bencin,Avtomatski,184,19990,Pravna oseba
BMW Serija 1,BMW,2007,287000,Dizel,Ročni,143,2990,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2020,98000,Bencin,Avtomatski,306,,Pravna oseba
Citroën Berlingo,Citroën,2020,92000,Dizel,Avtomatski,131,,Pravna oseba
BMW Serija 5,BMW,2016,259000,Dizel,Avtomatski,190,10990,Pravna oseba
BMW X3,BMW,2019,159000,Dizel,Avtomatski,190,23990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2017,1,Dizel,Avtomatski,163,23990,Pravna oseba
BMW X3,BMW,2020,82000,Dizel,Avtomatski,326,,Pravna oseba
BMW serija 3 Cabrio:,BMW,2008,1,Dizel,Ročni,177,,Pravna oseba
Volvo XC60,Volvo,2015,239887,Dizel,Ročni,190,,Pravna oseba
BMW Serija 3,BMW,2022,118000,Dizel,Avtomatski,190,,Pravna oseba
BMW Serija 5,BMW,2016,286000,Dizel,Avtomatski,218,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2013,245000,Dizel,Avtomatski,170,14990,Pravna oseba
Audi Q5,Audi,2020,159000,Dizel,Avtomatski,190,27990,Pravna oseba
Audi A6,Audi,2015,1,Dizel,Avtomatski,218,,Pravna oseba
Ford S-MAX,Ford,2019,179000,Dizel,Avtomatski,190,17990,Pravna oseba
Seat Leon,Seat,2020,189000,Dizel,Avtomatski,150,13990,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2011,1,Dizel,Ročni,136,4990,Pravna oseba
BMW X7,BMW,2021,155549,Dizel,Avtomatski,340,59990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2014,189066,Dizel,Ročni,204,14490,Pravna oseba
BMW X6,BMW,2015,215000,Dizel,Avtomatski,258,21990,Pravna oseba
BMW X3,BMW,2019,179000,Bencin,Avtomatski,252,25990,Pravna oseba
BMW X3,BMW,2020,127000,Dizel,Avtomatski,190,27990,Pravna oseba
Ford C-MAX,Ford,2018,139000,Dizel,Ročni,120,9490,Pravna oseba
Audi A8,Audi,2021,139000,Dizel,Avtomatski,286,49990,Pravna oseba
Audi A8,Audi,2021,139000,Dizel,Avtomatski,286,49990,Pravna oseba
Audi SQ7,Audi,2018,197000,Dizel,Avtomatski,435,32990,Pravna oseba
Audi Q7,Audi,2018,197000,Dizel,Avtomatski,435,32990,Pravna oseba
BMW X6,BMW,2023,106000,Dizel,Avtomatski,340,,Pravna oseba
BMW X6,BMW,2022,85000,Dizel,Avtomatski,286,,Pravna oseba
BMW M5,BMW,2005,103766,Bencin,Avtomatski,507,36990,Pravna oseba
BMW X1,BMW,2017,1,Dizel,Ročni,150,,Pravna oseba
Škoda Kodiaq,Škoda,2021,139000,Dizel,Avtomatski,150,25990,Pravna oseba
BMW X5,BMW,2020,109254,Dizel,Avtomatski,265,44990,Pravna oseba
Audi Q3,Audi,2020,139000,Dizel,Avtomatski,150,27990,Pravna oseba
Tesla Model X,Tesla,2017,74000,,Avtomatski,525,29990,Pravna oseba
Citroën C4,Citroën,2015,1,Dizel,Avtomatski,116,3990,Pravna oseba
BMW Serija 5,BMW,2022,129000,Dizel,Avtomatski,340,,Pravna oseba
Audi A6,Audi,2019,139000,Dizel,Avtomatski,286,,Pravna oseba
Škoda Kodiaq,Škoda,2024,108000,Dizel,Avtomatski,150,34990,Pravna oseba
Seat Alhambra,Seat,2018,175000,Dizel,Avtomatski,150,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2018,1,Bencin,Avtomatski,184,21990,Pravna oseba
Alfa Romeo Stelvio,Alfa,2018,184000,Dizel,Avtomatski,190,14990,Pravna oseba
Volkswagen Golf,Volkswagen,2010,155000,Bencin,Ročni,105,,Pravna oseba
Audi A5,Audi,2007,315000,Dizel,Ročni,239,5490,Pravna oseba
Ford Kuga,Ford,2015,1,Dizel,Ročni,140,6990,Pravna oseba
BMW Serija 3,BMW,2013,254000,Dizel,Ročni,143,,Pravna oseba
BMW Serija 3,BMW,2021,184000,Dizel,Avtomatski,286,29990,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2017,184000,Bencin,Avtomatski,367,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2015,195000,Dizel,Avtomatski,170,,Pravna oseba
Volkswagen Tiguan,Volkswagen,2019,149000,Dizel,Avtomatski,150,19990,Pravna oseba
BMW Serija 5,BMW,2022,100000,Dizel,Avtomatski,150,27490,Pravna oseba
Audi A7,Audi,2012,259000,Dizel,Avtomatski,245,13990,Pravna oseba
Volkswagen Touareg,Volkswagen,2022,145000,Dizel,Avtomatski,286,41990,Pravna oseba
BMW X1,BMW,2018,149000,Dizel,Ročni,116,13990,Pravna oseba
BMW iX,BMW,2022,76000,,Avtomatski,523,,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2015,119000,Bencin,Avtomatski,360,,Pravna oseba
Citroën C4 Grand Picasso,Citroën,2008,199000,Bencin,Ročni,125,,Pravna oseba
Audi Q8,Audi,2021,143000,Dizel,Avtomatski,286,51990,Pravna oseba
BMW X1,BMW,2017,189000,Bencin,Avtomatski,231,16990,Pravna oseba
Audi Q5,Audi,2016,265000,Dizel,Avtomatski,190,,Pravna oseba
Volkswagen Touareg,Volkswagen,2022,135000,Dizel,Avtomatski,286,41990,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2020,125776,Bencin,Avtomatski,306,28990,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,2015,1,Dizel,Avtomatski,204,,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2020,99000,Dizel,Avtomatski,160,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2017,119000,Dizel,Avtomatski,204,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2024,29000,Dizel,Avtomatski,333,53490,Pravna oseba
BMW X5,BMW,2020,176000,Dizel,Avtomatski,400,,Pravna oseba
Volkswagen Passat,Volkswagen,2023,84000,Dizel,Avtomatski,122,21990,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2015,169000,Dizel,Avtomatski,136,,Pravna oseba
BMW Serija 7,BMW,2016,1,Dizel,Avtomatski,320,29990,Pravna oseba
Mercedes-Benz GLB-Razred,Mercedes-Benz,2023,99254,Dizel,Avtomatski,150,34990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2021,169000,Hibrid,Avtomatski,306,,Pravna oseba
BMW Serija 5,BMW,2011,1,Dizel,Ročni,184,,Pravna oseba
BMW X3,BMW,2025,29000,Dizel,Avtomatski,197,55490,Pravna oseba
Audi A3,Audi,2016,208000,Dizel,Avtomatski,110,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2017,119885,Dizel,Avtomatski,286,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2022,176000,Dizel,Avtomatski,194,,Pravna oseba
Peugeot 2008,Peugeot,2019,56000,Bencin,Ročni,131,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2023,86000,Dizel,Avtomatski,330,,Pravna oseba
Ford S-MAX,Ford,2016,189000,Dizel,Avtomatski,150,11990,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2019,159000,Bencin,Avtomatski,184,,Pravna oseba
Mercedes-Benz B-Razred,Mercedes-Benz,2017,145000,Dizel,Avtomatski,109,,Pravna oseba
BMW X5,BMW,2019,175667,Dizel,Avtomatski,286,,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2015,119000,Bencin,Avtomatski,360,,Pravna oseba
BMW X1,BMW,2015,249000,Dizel,Ročni,116,,Pravna oseba
BMW Serija 3,BMW,2021,175000,Bencin,Avtomatski,292,,Pravna oseba
BMW Serija 3,BMW,2021,175000,Hibrid,Avtomatski,292,,Pravna oseba
BMW X3,BMW,2022,95871,Dizel,Avtomatski,150,,Pravna oseba
Peugeot 508,Peugeot,2011,245000,Bencin,Ročni,156,,Pravna oseba
BMW X3,BMW,2023,68000,Dizel,Avtomatski,190,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2017,198000,Dizel,Avtomatski,170,24990,Pravna oseba
BMW Serija 2,BMW,2022,135000,Bencin,Avtomatski,136,21990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2024,29000,Hibrid,Avtomatski,333,53490,Pravna oseba
BMW Serija 2,BMW,2022,135000,Bencin,Avtomatski,136,21990,Pravna oseba
Audi Q5,Audi,2021,136000,Dizel,Avtomatski,204,34990,Pravna oseba
BMW Serija 7,BMW,2021,102000,Dizel,Avtomatski,286,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2016,208997,Dizel,Avtomatski,194,19990,Pravna oseba
BMW serija 3 Coupe:,BMW,2010,219000,Bencin,Ročni,143,9490,Pravna oseba
BMW X5,BMW,2014,255000,Dizel,Avtomatski,381,,Pravna oseba
Ford Grand C-Max,Ford,2018,128000,Dizel,Ročni,120,,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2016,1,Dizel,Avtomatski,170,,Pravna oseba
Audi Q3,Audi,2019,179000,Bencin,Ročni,150,21990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,179000,Dizel,Avtomatski,194,,Pravna oseba
BMW serija 2 Gran Coupe:,BMW,2021,105000,Dizel,Avtomatski,116,,Pravna oseba
Audi Q5,Audi,2020,159000,Dizel,Avtomatski,190,,Pravna oseba
Audi Q7,Audi,2017,198776,Hibrid,Avtomatski,374,,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2023,149000,Hibrid,Avtomatski,320,,Pravna oseba
BMW Serija 2,BMW,2017,1,Dizel,Ročni,116,,Pravna oseba
Audi Q8,Audi,2019,149000,Dizel,Avtomatski,286,47990,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2016,179000,Bencin,Avtomatski,156,,Pravna oseba
Volkswagen Multivan,Volkswagen,2023,132000,Dizel,Avtomatski,150,,Pravna oseba
Porsche Panamera,Porsche,2010,241000,Bencin,Avtomatski,500,,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,2019,176000,Dizel,Ročni,136,,Pravna oseba
Audi A6,Audi,2015,275000,Dizel,Avtomatski,190,12990,Pravna oseba
Audi Q5,Audi,2020,123000,Dizel,Avtomatski,190,29990,Pravna oseba
BMW Serija 1,BMW,2018,167000,Dizel,Ročni,150,,Pravna oseba
Audi A5,Audi,2015,179000,Dizel,Avtomatski,150,15990,Pravna oseba
BMW Serija 5,BMW,2010,1,Dizel,Avtomatski,184,,Pravna oseba
BMW Serija 5,BMW,2021,199776,Dizel,Avtomatski,150,,Pravna oseba
Audi Q3,Audi,2019,94667,Bencin,Avtomatski,150,,Pravna oseba
Volkswagen Caddy,Volkswagen,2015,117000,Dizel,Ročni,102,,Pravna oseba
Volkswagen Golf,Volkswagen,2016,174000,Dizel,Ročni,116,,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2018,1,Dizel,Avtomatski,170,23990,Pravna oseba
Porsche 911 Cabriolet,Porsche,2010,89000,Bencin,Avtomatski,530,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2021,57000,Hibrid,Avtomatski,218,,Pravna oseba
Mercedes-Benz CLA-Razred,Mercedes-Benz,2021,57000,Bencin,Avtomatski,224,,Pravna oseba
Škoda Octavia,Škoda,2022,10800,Bencin,Avtomatski,150,25980,Pravna oseba
Ford Ranger,Ford,2017,105000,Dizel,Avtomatski,200,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2016,178000,Dizel,Avtomatski,204,,Pravna oseba
Volkswagen Golf,Volkswagen,2016,98000,Dizel,Ročni,110,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2017,187000,Dizel,Avtomatski,194,,Pravna oseba
BMW Serija 5,BMW,2016,1,Dizel,Avtomatski,190,,Pravna oseba
Opel Combo,Opel,2020,99000,Dizel,Ročni,131,,Pravna oseba
Audi Q7,Audi,2020,163372,Dizel,Avtomatski,231,,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2020,136009,Dizel,Avtomatski,194,,Pravna oseba
BMW Serija 5,BMW,2019,139000,Dizel,Avtomatski,265,,Pravna oseba
BMW Serija 5,BMW,2014,279000,Dizel,Avtomatski,218,,Pravna oseba
BYD SEAL 6,BYD,,,Hibrid,Avtomatski,212,36200,Pravna oseba
